PID,age,sex,marital_status,job,employment_since,credit_hist,credit_amount,purpose,duration,installment_rate,debtors,residence_since,property,installment_other,housing,existing_credits,liable_people,monthly_rent_or_mortgage,tel,online_banking,foreign,checking_account,savings,default
3570462,26,female,divorced/separated,skilled employee / official,3,existing credits paid,1044,education,22,2,none,3,car or other,none,for free,1,2,513,registered,yes,yes,no checking account,36,1
8783076,37,male,married/widowed,management/self-employed/highly qualified,4,critical account,2689,radio/television,70,4,none,4,real estate,none,own,1,1,222,none,yes,yes,no checking account,50,1
5866514,26,male,single,management/self-employed/highly qualified,8,critical account,1325,business,14,4,none,1,real estate,none,rent,1,1,344,none,yes,yes,139,62,2
8749291,20,male,single,skilled employee / official,<1 year,critical account,597,car (new),7,4,none,4,life insurance,none,own,1,1,29,none,yes,yes,no checking account,24,1
323552,38,male,divorced/separated,management/self-employed/highly qualified,6,existing credits paid,4510,business,22,4,none,2,real estate,none,own,1,1,232,registered,yes,yes,86,16,2
13569847,29,male,single,unemployed/unskilled - non-resident,<1 year,critical account,4004,car (used),10,1,none,4,real estate,bank,own,1,2,98,registered,yes,yes,59,19,1
4743960,43,male,single,unskilled - resident,unemployed,delay,8645,education,42,4,none,2,life insurance,none,own,3,1,209,registered,yes,yes,no checking account,287,1
13136473,62,male,single,management/self-employed/highly qualified,43,all paid,4116,furniture/equipment,7,2,none,4,real estate,bank,own,1,1,507,registered,yes,yes,-162,37,2
3568790,38,male,single,unskilled - resident,2,critical account,1694,furniture/equipment,11,4,none,4,car or other,none,own,1,1,181,registered,yes,yes,131,47,1
9265940,19,male,single,skilled employee / official,2,critical account,590,car (new),4,1,none,2,car or other,none,rent,2,1,176,none,yes,yes,no checking account,44,1
5623125,29,male,single,skilled employee / official,12,critical account,5453,furniture/equipment,17,2,none,4,real estate,none,own,2,1,188,none,yes,yes,110,268,2
13109833,21,male,single,skilled employee / official,2,critical account,2901,car (new),8,2,none,2,car or other,none,own,1,1,368,none,no,yes,no checking account,43,2
3517724,60,female,divorced/separated,unskilled - resident,2,critical account,1733,furniture/equipment,24,4,none,4,car or other,none,own,1,2,205,registered,yes,yes,no checking account,59,1
16772597,45,male,single,unskilled - resident,<1 year,delay,664,business,27,4,none,4,life insurance,bank,rent,1,1,588,none,no,yes,no checking account,75,2
13945643,49,male,single,management/self-employed/highly qualified,<1 year,existing credits paid,1416,furniture/equipment,14,2,none,4,life insurance,none,own,2,2,204,none,yes,yes,no checking account,53,1
11812908,44,male,single,management/self-employed/highly qualified,3,critical account,5140,car (new),24,4,none,4,car or other,none,own,2,1,222,registered,no,yes,no checking account,unknown,1
8710328,34,male,single,skilled employee / official,<1 year,critical account,585,furniture/equipment,4,4,none,1,real estate,none,own,1,1,205,registered,yes,yes,no checking account,62,1
11550890,29,male,single,skilled employee / official,10,existing credits paid,250,car (new),50,3,none,2,car or other,none,for free,1,1,97,none,yes,yes,187,unknown,1
214256,37,male,single,unskilled - resident,1,critical account,2079,business,7,4,none,3,real estate,none,rent,1,1,327,registered,yes,yes,no checking account,22,2
13778866,27,female,single,unskilled - resident,<1 year,existing credits paid,1385,business,10,4,none,3,real estate,bank,own,1,1,40,none,yes,yes,no checking account,890,2
13915958,29,male,single,skilled employee / official,2,critical account,250,repairs,7,1,none,4,unknown /no property,none,own,3,1,184,registered,yes,yes,no checking account,62,2
4270472,41,male,single,skilled employee / official,4,existing credits paid,4398,repairs,27,4,none,4,real estate,none,own,1,1,1008,registered,yes,yes,-201,88,2
6133065,45,male,single,skilled employee / official,4,critical account,727,car (new),16,4,none,4,car or other,bank,own,1,1,221,none,yes,yes,-212,275,2
13878479,37,female,single,unskilled - resident,<1 year,critical account,1932,car (used),27,1,none,4,unknown /no property,none,own,1,1,398,registered,yes,yes,no checking account,725,2
5536891,19,male,single,management/self-employed/highly qualified,4,critical account,18424,car (new),17,4,none,4,real estate,none,own,2,1,203,none,yes,yes,460,16,2
10342611,75,male,single,unskilled - resident,3,existing credits paid,2031,car (new),10,4,none,3,car or other,stores,own,2,1,769,none,yes,yes,-278,unknown,1
4638814,23,male,single,skilled employee / official,4,existing credits paid,3896,car (used),64,2,none,3,unknown /no property,none,own,1,1,210,none,yes,yes,no checking account,70,1
8760258,58,male,single,management/self-employed/highly qualified,<1 year,critical account,12603,radio/television,24,3,none,4,car or other,none,own,1,1,591,registered,yes,yes,no checking account,613,1
6234047,30,male,divorced/separated,skilled employee / official,<1 year,critical account,1219,furniture/equipment,4,1,co-applicant,4,car or other,none,own,1,2,192,none,no,yes,-166,54,1
3264988,34,male,single,unskilled - resident,4,existing credits paid,806,car (new),22,4,guarantor,4,life insurance,none,own,1,1,213,none,no,yes,489,54,1
14236969,31,female,divorced/separated,skilled employee / official,11,critical account,985,furniture/equipment,25,3,none,4,real estate,bank,own,2,1,187,none,yes,yes,125,unknown,2
11909756,23,male,single,unskilled - resident,unemployed,existing credits paid,2536,radio/television,24,2,none,3,life insurance,none,for free,2,2,223,registered,yes,yes,192,76,1
6911096,22,female,single,management/self-employed/highly qualified,7,critical account,1841,car (new),14,2,none,4,unknown /no property,none,rent,2,1,367,registered,yes,no,460,276,1
2217752,37,male,divorced/separated,management/self-employed/highly qualified,<1 year,delay,1191,education,50,2,none,4,unknown /no property,none,own,1,2,195,registered,yes,no,-316,286,2
2230223,19,female,divorced/separated,unskilled - resident,1,existing credits paid,2378,radio/television,63,4,none,2,unknown /no property,none,own,1,1,208,none,yes,yes,no checking account,495,2
2246228,30,male,single,management/self-employed/highly qualified,5,critical account,3262,car (new),4,4,none,4,car or other,none,rent,1,2,6,none,yes,yes,no checking account,unknown,1
10906342,50,male,single,unskilled - resident,9,delay,2072,radio/television,16,4,none,2,life insurance,none,for free,1,1,207,none,yes,yes,no checking account,0,2
10085079,75,male,married/widowed,management/self-employed/highly qualified,3,existing credits paid,706,car (used),32,4,none,4,car or other,none,own,1,1,515,registered,yes,no,no checking account,45,2
4199021,33,male,single,skilled employee / official,unemployed,existing credits paid,2255,car (used),27,4,none,4,car or other,none,own,1,1,193,registered,yes,yes,no checking account,unknown,2
1900961,35,male,single,management/self-employed/highly qualified,unemployed,critical account,2573,car (new),20,4,none,4,car or other,bank,own,1,2,229,registered,yes,yes,124,22,1
14097928,47,male,married/widowed,management/self-employed/highly qualified,23,delay,1852,domestic appliances,27,4,none,3,real estate,none,rent,1,1,203,none,yes,yes,no checking account,803,1
5485672,37,male,single,management/self-employed/highly qualified,<1 year,critical account,2685,car (new),6,4,none,4,car or other,stores,own,2,1,211,none,no,yes,no checking account,unknown,2
2550914,29,male,single,skilled employee / official,<1 year,existing credits paid,250,car (used),6,4,none,2,real estate,bank,own,1,1,109,registered,yes,yes,108,426,1
2429829,36,male,single,unskilled - resident,1,critical account,2595,car (new),5,4,none,4,real estate,none,own,1,2,231,none,yes,yes,-236,21,2
14901925,48,male,single,skilled employee / official,31,existing credits paid,2623,furniture/equipment,20,2,none,4,car or other,none,own,1,1,191,none,yes,yes,119,64,1
11633061,26,male,divorced/separated,skilled employee / official,<1 year,existing credits paid,2571,car (used),4,4,none,3,real estate,none,own,1,1,212,none,yes,yes,no checking account,58,1
3651227,47,male,single,skilled employee / official,7,all paid,5837,furniture/equipment,6,2,none,4,real estate,none,own,1,1,200,registered,yes,yes,no checking account,70,1
1520026,43,female,single,skilled employee / official,7,delay,2537,furniture/equipment,4,3,none,2,real estate,none,own,2,1,196,registered,no,yes,139,38,2
15883569,38,male,divorced/separated,skilled employee / official,3,delay,802,car (used),4,4,none,4,car or other,none,own,2,1,178,registered,yes,yes,no checking account,78,1
130045,35,male,single,skilled employee / official,<1 year,delay,3369,car (used),8,4,none,4,life insurance,none,rent,2,1,466,none,no,yes,52,unknown,2
11657048,22,male,single,skilled employee / official,1,no credits,464,radio/television,6,4,none,4,real estate,none,own,1,2,281,registered,yes,yes,469,823,2
9151181,55,male,single,skilled employee / official,3,critical account,1476,education,37,2,none,2,real estate,none,own,2,1,132,none,yes,yes,173,49,1
3929739,39,male,married/widowed,unskilled - resident,7,critical account,1238,car (new),20,4,none,3,real estate,none,own,2,1,4,registered,yes,yes,63,732,2
9637817,32,male,single,unskilled - resident,<1 year,existing credits paid,3376,car (new),48,4,none,2,life insurance,stores,for free,2,1,219,none,yes,no,103,372,2
1487549,32,male,single,unskilled - resident,3,critical account,3144,car (new),15,2,none,3,unknown /no property,none,own,2,2,241,none,yes,yes,no checking account,63,1
9494849,36,male,single,management/self-employed/highly qualified,<1 year,all paid,18311,car (new),35,4,none,4,car or other,none,own,1,1,166,none,yes,yes,0,40,1
7749920,34,male,single,management/self-employed/highly qualified,6,all paid,1305,furniture/equipment,40,2,none,4,unknown /no property,stores,own,3,1,182,none,no,yes,25,1052,1
12411615,43,male,single,unemployed/unskilled - non-resident,1,critical account,250,car (used),5,4,none,4,unknown /no property,none,own,1,1,287,registered,yes,yes,-192,3,2
1843821,30,male,divorced/separated,unskilled - resident,4,existing credits paid,366,car (new),24,4,none,3,real estate,none,own,1,1,202,none,yes,yes,161,416,1
1138463,38,male,married/widowed,skilled employee / official,1,critical account,1672,car (new),6,1,guarantor,2,unknown /no property,none,own,1,1,204,registered,yes,yes,31,31,2
7023066,23,male,divorced/separated,skilled employee / official,7,critical account,1766,radio/television,24,4,none,4,real estate,none,rent,1,1,354,registered,yes,yes,no checking account,1446,1
13216231,30,female,single,management/self-employed/highly qualified,2,critical account,2944,car (new),4,4,none,4,real estate,none,own,1,1,174,registered,yes,yes,103,47,1
9844059,42,male,single,skilled employee / official,22,existing credits paid,5606,car (new),51,2,none,4,life insurance,none,own,1,2,221,registered,yes,yes,no checking account,55,2
6619167,40,male,divorced/separated,skilled employee / official,6,no credits,3136,car (new),13,3,none,3,unknown /no property,none,own,3,1,193,registered,yes,no,81,31,2
4004902,54,male,divorced/separated,skilled employee / official,<1 year,no credits,2730,furniture/equipment,47,4,none,4,car or other,none,own,2,1,172,registered,yes,no,147,0,1
6996200,64,female,single,management/self-employed/highly qualified,40,critical account,322,furniture/equipment,8,2,none,3,real estate,bank,own,1,1,212,registered,yes,yes,-260,40,2
11766258,63,male,divorced/separated,skilled employee / official,1,existing credits paid,2163,car (new),20,4,none,4,life insurance,none,own,2,1,226,none,yes,yes,no checking account,unknown,1
1341439,25,male,single,management/self-employed/highly qualified,1,critical account,2900,furniture/equipment,17,4,co-applicant,4,life insurance,none,own,1,1,1096,registered,yes,yes,121,22,2
12592779,46,female,single,management/self-employed/highly qualified,27,existing credits paid,2100,furniture/equipment,51,2,none,4,car or other,bank,rent,1,1,209,none,yes,yes,no checking account,unknown,2
14164370,46,male,married/widowed,skilled employee / official,26,critical account,725,car (used),23,4,co-applicant,2,car or other,none,for free,3,1,204,registered,no,yes,no checking account,unknown,2
8214516,42,male,single,management/self-employed/highly qualified,11,existing credits paid,4159,car (new),6,4,none,4,real estate,none,own,1,2,198,registered,yes,yes,no checking account,17,2
2112772,34,male,single,management/self-employed/highly qualified,<1 year,critical account,2410,radio/television,13,1,none,4,life insurance,none,own,2,1,192,registered,yes,yes,-232,69,1
3135058,20,male,single,skilled employee / official,1,existing credits paid,1659,car (used),21,2,none,3,car or other,none,own,1,1,221,none,yes,yes,111,16,2
744161,30,male,divorced/separated,skilled employee / official,4,existing credits paid,611,car (new),6,4,none,4,car or other,bank,own,1,2,544,none,yes,yes,no checking account,66,1
7617434,47,male,single,unskilled - resident,8,critical account,2024,car (new),19,2,none,2,real estate,none,own,1,2,217,registered,no,yes,no checking account,352,2
